sequence	start
2L_chromosome	6571967
2L_chromosome	6576740
2L_chromosome	6576741
2L_chromosome	6577759
2L_chromosome	6577812
2L_chromosome	6581844
2L_chromosome	6582686
2L_chromosome	6587918
2L_chromosome	6590436
2L_chromosome	6590820
2L_chromosome	6590957
2L_chromosome	6590975
2L_chromosome	6595493
2L_chromosome	6596209
2L_chromosome	6597122
2L_chromosome	6598859
2L_chromosome	6599420
2L_chromosome	6609077
2L_chromosome	6609245
2L_chromosome	6609359
2L_chromosome	6609560
2L_chromosome	6611459
2L_chromosome	6611964
2L_chromosome	6613728
2L_chromosome	6613939
2L_chromosome	6613953
2L_chromosome	6614767
2L_chromosome	6614797
2L_chromosome	6614975
2L_chromosome	6615921
2L_chromosome	6619166
2L_chromosome	6623151
2L_chromosome	6623297
2L_chromosome	6625451
2L_chromosome	6626377
2L_chromosome	6627016
2L_chromosome	6628879
2L_chromosome	6629938
2L_chromosome	6629950
2L_chromosome	6630914
2L_chromosome	6638346
2L_chromosome	6638425
2L_chromosome	6642169
2L_chromosome	6642186
2L_chromosome	6642248
2L_chromosome	6649311
2L_chromosome	6654045
2L_chromosome	6656746
2L_chromosome	6656833
2L_chromosome	6657026
2L_chromosome	6659125
2L_chromosome	6659374
2L_chromosome	6659546
2L_chromosome	6659809
2L_chromosome	6659849
2L_chromosome	6659905
2L_chromosome	6662518
2L_chromosome	6662755
2L_chromosome	6664808
2L_chromosome	6667639
2L_chromosome	6667759
2L_chromosome	6671218
2L_chromosome	6671721
2L_chromosome	6672238
2L_chromosome	6673196
2L_chromosome	6673751
2L_chromosome	6674359
2L_chromosome	6680064
2L_chromosome	6680258
2L_chromosome	6681521
2L_chromosome	6681690
2L_chromosome	6682212
2L_chromosome	6688363
2L_chromosome	6688599
2L_chromosome	6692188
2L_chromosome	6695203
2L_chromosome	6705548
2L_chromosome	6705979
2L_chromosome	6706120
2L_chromosome	6706610
2L_chromosome	6706857
2L_chromosome	6711191
2L_chromosome	6711230
2L_chromosome	6711283
2L_chromosome	6715082
2L_chromosome	6717385
2L_chromosome	6717564
2L_chromosome	6717574
2L_chromosome	6717718
2L_chromosome	6718378
2L_chromosome	6720117
2L_chromosome	6720443
2L_chromosome	6721198
2L_chromosome	6721263
2L_chromosome	6721271
2L_chromosome	6722175
2L_chromosome	6724674
2L_chromosome	6724679
2L_chromosome	6726140
2L_chromosome	6726626
2L_chromosome	6726766
2L_chromosome	6729242
2L_chromosome	6731710
2L_chromosome	6732103
2L_chromosome	6732501
2L_chromosome	6732532
2L_chromosome	6732712
2L_chromosome	6733484
2L_chromosome	6733737
2L_chromosome	6735122
2L_chromosome	6735135
2L_chromosome	6738414
2L_chromosome	6740360
2L_chromosome	6741171
2L_chromosome	6741218
2L_chromosome	6741341
2L_chromosome	6742184
2L_chromosome	6742394
2L_chromosome	6742599
2L_chromosome	6742732
2L_chromosome	6743264
2L_chromosome	6743285
2L_chromosome	6743557
2L_chromosome	6743833
2L_chromosome	6744756
2L_chromosome	6747321
2L_chromosome	6747420
2L_chromosome	6751221
2L_chromosome	6751300
2L_chromosome	6751337
2L_chromosome	6751483
2L_chromosome	6751711
2L_chromosome	6755479
2L_chromosome	6755713
2L_chromosome	6755739
2L_chromosome	6755887
2L_chromosome	6764455
2L_chromosome	6765527
2L_chromosome	6765699
2L_chromosome	6769942
2L_chromosome	6773897
2L_chromosome	6776210
2L_chromosome	6778852
2L_chromosome	6781547
2L_chromosome	6782781
2L_chromosome	6783172
2L_chromosome	6786461
2L_chromosome	6787077
2L_chromosome	6791187
2L_chromosome	6793538
2L_chromosome	6793621
2L_chromosome	6795003
2L_chromosome	6795269
2L_chromosome	6795383
2L_chromosome	6795998
2L_chromosome	6797152
2L_chromosome	6797480
2L_chromosome	6797685
2L_chromosome	6799177
2L_chromosome	6799348
2L_chromosome	6799502
2L_chromosome	6800067
2L_chromosome	6800928
2L_chromosome	6800961
2L_chromosome	6803756
2L_chromosome	6805314
2L_chromosome	6818014
2L_chromosome	6819040
2L_chromosome	6822842
2L_chromosome	6827374
2L_chromosome	6828923
2L_chromosome	6829238
2L_chromosome	6829239
2L_chromosome	6829394
2L_chromosome	6829966
2L_chromosome	6834756
2L_chromosome	6839405
2L_chromosome	6842395
2L_chromosome	6843538
2L_chromosome	6843720
2L_chromosome	6843955
2L_chromosome	6850608
2L_chromosome	6850966
2L_chromosome	6851447
2L_chromosome	6852867
2L_chromosome	6853242
2L_chromosome	6858285
2L_chromosome	6863881
2L_chromosome	6868070
2L_chromosome	6876900
2L_chromosome	6890496
2L_chromosome	6890497
2L_chromosome	6890769
2L_chromosome	6890792
2L_chromosome	6893361
2L_chromosome	6893452
2L_chromosome	6895166
2L_chromosome	6896263
2L_chromosome	6896486
2L_chromosome	6896589
2L_chromosome	6896695
2L_chromosome	6896795
2L_chromosome	6902466
2L_chromosome	6902716
2L_chromosome	6902876
2L_chromosome	6903014
2L_chromosome	6903026
2L_chromosome	6903147
2L_chromosome	6903325
2L_chromosome	6903409
2L_chromosome	6903598
2L_chromosome	6903716
2L_chromosome	6903835
2L_chromosome	6907135
2L_chromosome	6910878
2L_chromosome	6911860
2L_chromosome	6912143
2L_chromosome	6912253
2L_chromosome	6912288
2L_chromosome	6912433
2L_chromosome	6912654
2L_chromosome	6912734
2L_chromosome	6912881
2L_chromosome	6912897
2L_chromosome	6912956
2L_chromosome	6913777
2L_chromosome	6913805
2L_chromosome	6913916
2L_chromosome	6913956
2L_chromosome	6914130
2L_chromosome	6914914
2L_chromosome	6917237
2L_chromosome	6917418
2L_chromosome	6918776
2L_chromosome	6919326
2L_chromosome	6919444
2L_chromosome	6919712
2L_chromosome	6919959
2L_chromosome	6919960
2L_chromosome	6920115
2L_chromosome	6927299
2L_chromosome	6927310
2L_chromosome	6927448
2L_chromosome	6928185
2L_chromosome	6929927
2L_chromosome	6937561
2L_chromosome	6937637
2L_chromosome	6937716
2L_chromosome	6937730
2L_chromosome	6937791
2L_chromosome	6944439
2L_chromosome	6945323
2L_chromosome	6945352
2L_chromosome	6945402
2L_chromosome	6945683
2L_chromosome	6945698
2L_chromosome	6945715
2L_chromosome	6945745
2L_chromosome	6948840
2L_chromosome	6949285
2L_chromosome	6950051
2L_chromosome	6950054
2L_chromosome	6950662
2L_chromosome	6950776
2L_chromosome	6952601
2L_chromosome	6952623
2L_chromosome	6952739
2L_chromosome	6955685
2L_chromosome	6956089
2L_chromosome	6971159
2L_chromosome	6971742
2L_chromosome	6971927
2L_chromosome	6971940
2L_chromosome	6972235
2L_chromosome	6974521
2L_chromosome	6976280
2L_chromosome	6976588
2L_chromosome	6976908
2L_chromosome	6977101
2L_chromosome	6981552
2L_chromosome	6981803
2L_chromosome	6983214
2L_chromosome	6983224
2L_chromosome	6983769
2L_chromosome	6985687
2L_chromosome	6986337
2L_chromosome	6987590
2L_chromosome	6989366
2L_chromosome	6989483
2L_chromosome	6989608
2L_chromosome	6989785
2L_chromosome	6989865
2L_chromosome	6989978
2L_chromosome	6993451
2L_chromosome	6996227
2L_chromosome	6996640
2L_chromosome	6998884
2L_chromosome	6999949
2L_chromosome	6999970
2L_chromosome	6999989
2L_chromosome	7000260
2L_chromosome	7001244
2L_chromosome	7001575
2L_chromosome	7001606
2L_chromosome	7001618
2L_chromosome	7005275
2L_chromosome	7005780
2L_chromosome	7005811
2L_chromosome	7009287
2L_chromosome	7011804
2L_chromosome	7011903
2L_chromosome	7015195
2L_chromosome	7019500
2L_chromosome	7019581
2L_chromosome	7022936
2L_chromosome	7023773
2L_chromosome	7023853
2L_chromosome	7025997
2L_chromosome	7047298
2L_chromosome	7048405
2L_chromosome	7048639
2L_chromosome	7051514
2L_chromosome	7056821
2L_chromosome	7056856
2L_chromosome	7056884
2L_chromosome	7061331
2L_chromosome	7061617
2L_chromosome	7075109
2L_chromosome	7076741
2L_chromosome	7087070
2L_chromosome	7094761
2L_chromosome	7095182
2L_chromosome	7095262
2L_chromosome	7095350
2L_chromosome	7095354
2L_chromosome	7095445
2L_chromosome	7095454
2L_chromosome	7095547
2L_chromosome	7095894
2L_chromosome	7099805
2L_chromosome	7104604
2L_chromosome	7104610
2L_chromosome	7107303
2L_chromosome	7109893
2L_chromosome	7110113
2L_chromosome	7111391
2L_chromosome	7118333
2L_chromosome	7121857
2L_chromosome	7121909
2L_chromosome	7122112
2L_chromosome	7122227
2L_chromosome	7125228
2L_chromosome	7125352
2L_chromosome	7125615
2L_chromosome	7126488
2L_chromosome	7128062
2L_chromosome	7132458
2L_chromosome	7132497
2L_chromosome	7132560
2L_chromosome	7132590
2L_chromosome	7133645
2L_chromosome	7133711
2L_chromosome	7133824
2L_chromosome	7137016
2L_chromosome	7144290
2L_chromosome	7145004
2L_chromosome	7145884
2L_chromosome	7146132
2L_chromosome	7146218
2L_chromosome	7146227
2L_chromosome	7147654
2L_chromosome	7149421
2L_chromosome	7149447
2L_chromosome	7149877
2L_chromosome	7150132
2L_chromosome	7155139
2L_chromosome	7155805
2L_chromosome	7155862
2L_chromosome	7156991
2L_chromosome	7159200
2L_chromosome	7159217
2L_chromosome	7159328
2L_chromosome	7159352
2L_chromosome	7160392
2L_chromosome	7160746
2L_chromosome	7162029
2L_chromosome	7164292
2L_chromosome	7164421
2L_chromosome	7164587
2L_chromosome	7164597
2L_chromosome	7170649
2L_chromosome	7170963
2L_chromosome	7171949
2L_chromosome	7171979
2L_chromosome	7172096
2L_chromosome	7172773
2L_chromosome	7172922
2L_chromosome	7172995
2L_chromosome	7175049
2L_chromosome	7177605
2L_chromosome	7177621
2L_chromosome	7180452
2L_chromosome	7181647
2L_chromosome	7185592
2L_chromosome	7185817
2L_chromosome	7185828
2L_chromosome	7186078
2L_chromosome	7187973
2L_chromosome	7188177
2L_chromosome	7188510
2L_chromosome	7190780
2L_chromosome	7191011
2L_chromosome	7191028
2L_chromosome	7191049
2L_chromosome	7191348
2L_chromosome	7191970
2L_chromosome	7192256
2L_chromosome	7192747
2L_chromosome	7193196
2L_chromosome	7193228
2L_chromosome	7193290
2L_chromosome	7201528
2L_chromosome	7201783
2L_chromosome	7202928
2L_chromosome	7202944
2L_chromosome	7203011
2L_chromosome	7205054
2L_chromosome	7205071
2L_chromosome	7205219
2L_chromosome	7210485
2L_chromosome	7210662
2L_chromosome	7214080
2L_chromosome	7214302
2L_chromosome	7214362
2L_chromosome	7214481
2L_chromosome	7214604
2L_chromosome	7219655
2L_chromosome	7219741
2L_chromosome	7219854
2L_chromosome	7223703
2L_chromosome	7225472
2L_chromosome	7225719
2L_chromosome	7228064
2L_chromosome	7228656
2L_chromosome	7230359
2L_chromosome	7230854
2L_chromosome	7235618
2L_chromosome	7235627
2L_chromosome	7238662
2L_chromosome	7238679
2L_chromosome	7245709
2L_chromosome	7245881
2L_chromosome	7245911
2L_chromosome	7246928
2L_chromosome	7247573
2L_chromosome	7247628
2L_chromosome	7247755
2L_chromosome	7254828
2L_chromosome	7255669
2L_chromosome	7255907
2L_chromosome	7255935
2L_chromosome	7260320
2L_chromosome	7264748
2L_chromosome	7269150
2L_chromosome	7269160
2L_chromosome	7269296
2L_chromosome	7271816
2L_chromosome	7271828
2L_chromosome	7271835
2L_chromosome	7272150
2L_chromosome	7272631
2L_chromosome	7273715
2L_chromosome	7276465
2L_chromosome	7282848
2L_chromosome	7286030
2L_chromosome	7286215
2L_chromosome	7287595
2L_chromosome	7287632
2L_chromosome	7287664
2L_chromosome	7287712
2L_chromosome	7287802
2L_chromosome	7288148
2L_chromosome	7303699
2L_chromosome	7306280
2L_chromosome	7306511
2L_chromosome	7307892
2L_chromosome	7308310
2L_chromosome	7308819
2L_chromosome	7309610
2L_chromosome	7311496
2L_chromosome	7314164
2L_chromosome	7314820
2L_chromosome	7314842
2L_chromosome	7315364
2L_chromosome	7316613
2L_chromosome	7318159
2L_chromosome	7323750
2L_chromosome	7324449
2L_chromosome	7326456
2L_chromosome	7326599
2L_chromosome	7326699
2L_chromosome	7328205
2L_chromosome	7328385
2L_chromosome	7328524
2L_chromosome	7331102
2L_chromosome	7331170
2L_chromosome	7331458
2L_chromosome	7331710
2L_chromosome	7332183
2L_chromosome	7332674
2L_chromosome	7334857
2L_chromosome	7335818
2L_chromosome	7336139
2L_chromosome	7336871
2L_chromosome	7337342
2L_chromosome	7337971
2L_chromosome	7338070
2L_chromosome	7339925
2L_chromosome	7340050
2L_chromosome	7342155
2L_chromosome	7343207
2L_chromosome	7343930
2L_chromosome	7344015
2L_chromosome	7344525
2L_chromosome	7344539
2L_chromosome	7344551
2L_chromosome	7346986
2L_chromosome	7347077
2L_chromosome	7349188
2L_chromosome	7349637
2L_chromosome	7349904
2L_chromosome	7350023
2L_chromosome	7351690
2L_chromosome	7352514
2L_chromosome	7353217
2L_chromosome	7355322
2L_chromosome	7355828
2L_chromosome	7356701
2L_chromosome	7356714
2L_chromosome	7356773
2L_chromosome	7358265
2L_chromosome	7358273
2L_chromosome	7358943
2L_chromosome	7360558
2L_chromosome	7365917
2L_chromosome	7365936
2L_chromosome	7366433
2L_chromosome	7366671
2L_chromosome	7367019
2L_chromosome	7367198
2L_chromosome	7370298
2L_chromosome	7373088
2L_chromosome	7373196
2L_chromosome	7377407
2L_chromosome	7377424
2L_chromosome	7377708
2L_chromosome	7378501
2L_chromosome	7381751
2L_chromosome	7381775
2L_chromosome	7382572
2L_chromosome	7382633
2L_chromosome	7387331
2L_chromosome	7392173
2L_chromosome	7396579
2L_chromosome	7400310
2L_chromosome	7400316
2L_chromosome	7404008
2L_chromosome	7404634
2L_chromosome	7406176
2L_chromosome	7407785
2L_chromosome	7407793
2L_chromosome	7407795
2L_chromosome	7409211
2L_chromosome	7409574
2L_chromosome	7409776
2L_chromosome	7411085
2L_chromosome	7411260
2L_chromosome	7412530
2L_chromosome	7412732
2L_chromosome	7418132
2L_chromosome	7419246
2L_chromosome	7421604
2L_chromosome	7421646
2L_chromosome	7421716
2L_chromosome	7422393
2L_chromosome	7422405
2L_chromosome	7422423
2L_chromosome	7423467
2L_chromosome	7425562
2L_chromosome	7425764
2L_chromosome	7425917
2L_chromosome	7427610
2L_chromosome	7427626
2L_chromosome	7430149
2L_chromosome	7436139
2L_chromosome	7436144
2L_chromosome	7442537
2L_chromosome	7444385
2L_chromosome	7447508
2L_chromosome	7448877
2L_chromosome	7452980
2L_chromosome	7453217
2L_chromosome	7457170
2L_chromosome	7457265
2L_chromosome	7458386
2L_chromosome	7459087
2L_chromosome	7464444
2L_chromosome	7464526
2L_chromosome	7464630
2L_chromosome	7464640
2L_chromosome	7465567
2L_chromosome	7467329
2L_chromosome	7467331
2L_chromosome	7467488
2L_chromosome	7468209
2L_chromosome	7468270
2L_chromosome	7469721
2L_chromosome	7469754
2L_chromosome	7471425
2L_chromosome	7472227
2L_chromosome	7472282
2L_chromosome	7475344
2L_chromosome	7475364
2L_chromosome	7475394
2L_chromosome	7475426
2L_chromosome	7476338
2L_chromosome	7477384
2L_chromosome	7478143
2L_chromosome	7479128
2L_chromosome	7481301
2L_chromosome	7481319
2L_chromosome	7481579
2L_chromosome	7481620
2L_chromosome	7483387
2L_chromosome	7485377
2L_chromosome	7485449
2L_chromosome	7487240
2L_chromosome	7487888
2L_chromosome	7490117
2L_chromosome	7490126
2L_chromosome	7491102
2L_chromosome	7491182
2L_chromosome	7491233
2L_chromosome	7491327
2L_chromosome	7491347
2L_chromosome	7491809
2L_chromosome	7492410
2L_chromosome	7492452
2L_chromosome	7492601
2L_chromosome	7493751
2L_chromosome	7494397
2L_chromosome	7499345
2L_chromosome	7500069
2L_chromosome	7500726
2L_chromosome	7500744
2L_chromosome	7500948
2L_chromosome	7502569
2L_chromosome	7502767
2L_chromosome	7502778
2L_chromosome	7502850
2L_chromosome	7504754
2L_chromosome	7504789
2L_chromosome	7504907
2L_chromosome	7504946
2L_chromosome	7504986
2L_chromosome	7505067
2L_chromosome	7505674
2L_chromosome	7505703
2L_chromosome	7505926
2L_chromosome	7506029
2L_chromosome	7506030
2L_chromosome	7506852
2L_chromosome	7506905
2L_chromosome	7508646
2L_chromosome	7508680
2L_chromosome	7509066
2L_chromosome	7510029
2L_chromosome	7510338
2L_chromosome	7512106
2L_chromosome	7513872
2L_chromosome	7513893
2L_chromosome	7514508
2L_chromosome	7516096
2L_chromosome	7520212
2L_chromosome	7521491
2L_chromosome	7522259
2L_chromosome	7528044
2L_chromosome	7531883
2L_chromosome	7531902
2L_chromosome	7531996
2L_chromosome	7532171
2L_chromosome	7532788
2L_chromosome	7536858
2L_chromosome	7537196
2L_chromosome	7539779
2L_chromosome	7539800
2L_chromosome	7544105
2L_chromosome	7544437
2L_chromosome	7545031
2L_chromosome	7545515
2L_chromosome	7546291
2L_chromosome	7546305
2L_chromosome	7546901
2L_chromosome	7547125
2L_chromosome	7549742
2L_chromosome	7549781
2L_chromosome	7550458
2L_chromosome	7550657
2L_chromosome	7552201
2L_chromosome	7554180
2L_chromosome	7554182
2L_chromosome	7554445
2L_chromosome	7554751
2L_chromosome	7556482
2L_chromosome	7556496
2L_chromosome	7558304
2L_chromosome	7558378
2L_chromosome	7558453
2L_chromosome	7565518
2L_chromosome	7565751
2L_chromosome	7568377
2L_chromosome	7571343
2L_chromosome	7571488
2L_chromosome	7571676
2L_chromosome	7572526
2L_chromosome	7572547
2L_chromosome	7572779
2L_chromosome	7574081
2L_chromosome	7575797
2L_chromosome	7576709
2L_chromosome	7579131
2L_chromosome	7579701
2L_chromosome	7585609
2L_chromosome	7587737
2L_chromosome	7587934
2L_chromosome	7588554
2L_chromosome	7591149
2L_chromosome	7591454
2L_chromosome	7591766
2L_chromosome	7591813
2L_chromosome	7592343
2L_chromosome	7596240
2L_chromosome	7598943
2L_chromosome	7598965
2L_chromosome	7598982
2L_chromosome	7599980
2L_chromosome	7600709
2L_chromosome	7602320
2L_chromosome	7603644
2L_chromosome	7606987
2L_chromosome	7608046
2L_chromosome	7608074
2L_chromosome	7608080
2L_chromosome	7608595
2L_chromosome	7613350
2L_chromosome	7614308
2L_chromosome	7614434
2L_chromosome	7614454
2L_chromosome	7615647
2L_chromosome	7615797
2L_chromosome	7615814
2L_chromosome	7617847
2L_chromosome	7618183
2L_chromosome	7620670
2L_chromosome	7620695
2L_chromosome	7620918
2L_chromosome	7620924
2L_chromosome	7622324
2L_chromosome	7622336
2L_chromosome	7623727
2L_chromosome	7623734
2L_chromosome	7623952
2L_chromosome	7624730
2L_chromosome	7625130
2L_chromosome	7628206
2L_chromosome	7628681
2L_chromosome	7629673
2L_chromosome	7631447
2L_chromosome	7632261
2L_chromosome	7633712
2L_chromosome	7633719
2L_chromosome	7634638
2L_chromosome	7635032
2L_chromosome	7635222
2L_chromosome	7635765
2L_chromosome	7635926
2L_chromosome	7639216
2L_chromosome	7639220
2L_chromosome	7640201
2L_chromosome	7640335
2L_chromosome	7640946
2L_chromosome	7640955
2L_chromosome	7641072
2L_chromosome	7641168
2L_chromosome	7642388
2L_chromosome	7648779
2L_chromosome	7648801
2L_chromosome	7649256
2L_chromosome	7649291
2L_chromosome	7649366
2L_chromosome	7650510
2L_chromosome	7651800
2L_chromosome	7651948
2L_chromosome	7652068
2L_chromosome	7652103
2L_chromosome	7652959
2L_chromosome	7655738
2L_chromosome	7656028
2L_chromosome	7656286
2L_chromosome	7660318
2L_chromosome	7663671
2L_chromosome	7663930
2L_chromosome	7667084
2L_chromosome	7667284
2L_chromosome	7668674
2L_chromosome	7668690
2L_chromosome	7669219
2L_chromosome	7669228
2L_chromosome	7669373
2L_chromosome	7669436
2L_chromosome	7671756
2L_chromosome	7671757
2L_chromosome	7672915
2L_chromosome	7673858
2L_chromosome	7674044
2L_chromosome	7674240
2L_chromosome	7674350
2L_chromosome	7675393
2L_chromosome	7675566
2L_chromosome	7675718
2L_chromosome	7675961
2L_chromosome	7676097
2L_chromosome	7678561
2L_chromosome	7678657
2L_chromosome	7681005
2L_chromosome	7682096
2L_chromosome	7683034
2L_chromosome	7683262
2L_chromosome	7683283
2L_chromosome	7686475
2L_chromosome	7688063
2L_chromosome	7690104
2L_chromosome	7691662
2L_chromosome	7692213
2L_chromosome	7692377
2L_chromosome	7692533
2L_chromosome	7698144
2L_chromosome	7703366
2L_chromosome	7703597
2L_chromosome	7704319
2L_chromosome	7711113
2L_chromosome	7711124
2L_chromosome	7711592
2L_chromosome	7712911
2L_chromosome	7715322
2L_chromosome	7715542
2L_chromosome	7716089
2L_chromosome	7716106
2L_chromosome	7716112
2L_chromosome	7717220
2L_chromosome	7718541
2L_chromosome	7718923
2L_chromosome	7718995
2L_chromosome	7721673
2L_chromosome	7721695
2L_chromosome	7721869
2L_chromosome	7722080
2L_chromosome	7722262
2L_chromosome	7724611
2L_chromosome	7724951
2L_chromosome	7727575
2L_chromosome	7728010
2L_chromosome	7729784
2L_chromosome	7729810
2L_chromosome	7732355
2L_chromosome	7735537
2L_chromosome	7736558
2L_chromosome	7738952
2L_chromosome	7738988
2L_chromosome	7739097
2L_chromosome	7739544
2L_chromosome	7740007
2L_chromosome	7740483
2L_chromosome	7741404
2L_chromosome	7744657
2L_chromosome	7744659
2L_chromosome	7746341
2L_chromosome	7746595
2L_chromosome	7746601
2L_chromosome	7746644
2L_chromosome	7747507
2L_chromosome	7748330
2L_chromosome	7749059
2L_chromosome	7751190
2L_chromosome	7751714
2L_chromosome	7751834
2L_chromosome	7753403
2L_chromosome	7753668
2L_chromosome	7753677
2L_chromosome	7754190
2L_chromosome	7754468
2L_chromosome	7755657
2L_chromosome	7755891
2L_chromosome	7756445
2L_chromosome	7757373
2L_chromosome	7757382
2L_chromosome	7757616
2L_chromosome	7757627
2L_chromosome	7757687
2L_chromosome	7758966
2L_chromosome	7759256
2L_chromosome	7759610
2L_chromosome	7760736
2L_chromosome	7764146
2L_chromosome	7764317
2L_chromosome	7765607
2L_chromosome	7765820
2L_chromosome	7773018
2L_chromosome	7776969
2L_chromosome	7777203
2L_chromosome	7779026
2L_chromosome	7782704
2L_chromosome	7790774
2L_chromosome	7795737
2L_chromosome	7796541
2L_chromosome	7796695
2L_chromosome	7797622
2L_chromosome	7797643
2L_chromosome	7797683
2L_chromosome	7797872
2L_chromosome	7798233
2L_chromosome	7801356
2L_chromosome	7802352
2L_chromosome	7803582
2L_chromosome	7803912
2L_chromosome	7804062
2L_chromosome	7807212
2L_chromosome	7807588
2L_chromosome	7807626
2L_chromosome	7807634
2L_chromosome	7808162
2L_chromosome	7810008
2L_chromosome	7810024
2L_chromosome	7811448
2L_chromosome	7812032
2L_chromosome	7812055
2L_chromosome	7813786
2L_chromosome	7813970
2L_chromosome	7814028
2L_chromosome	7814716
2L_chromosome	7814725
2L_chromosome	7816786
2L_chromosome	7819557
2L_chromosome	7819720
2L_chromosome	7820385
2L_chromosome	7821117
2L_chromosome	7821880
2L_chromosome	7821954
2L_chromosome	7822067
2L_chromosome	7822706
2L_chromosome	7822731
2L_chromosome	7822734
2L_chromosome	7823396
2L_chromosome	7824465
2L_chromosome	7825315
2L_chromosome	7825610
2L_chromosome	7825897
2L_chromosome	7825928
2L_chromosome	7825967
2L_chromosome	7827262
2L_chromosome	7827523
2L_chromosome	7827971
2L_chromosome	7828189
2L_chromosome	7828308
2L_chromosome	7828325
2L_chromosome	7828366
2L_chromosome	7828415
2L_chromosome	7831330
2L_chromosome	7831559
2L_chromosome	7832488
2L_chromosome	7832767
2L_chromosome	7835143
2L_chromosome	7835175
2L_chromosome	7835193
2L_chromosome	7835761
2L_chromosome	7836233
2L_chromosome	7836401
2L_chromosome	7837310
2L_chromosome	7837370
2L_chromosome	7837498
2L_chromosome	7838366
2L_chromosome	7838400
2L_chromosome	7839097
2L_chromosome	7839929
2L_chromosome	7840140
2L_chromosome	7841406
2L_chromosome	7841607
2L_chromosome	7850484
2L_chromosome	7850763
2L_chromosome	7850766
2L_chromosome	7853582
2L_chromosome	7853641
2L_chromosome	7863657
2L_chromosome	7864605
2L_chromosome	7876111
2L_chromosome	7876112
2L_chromosome	7878963
2L_chromosome	7891278
2L_chromosome	7891588
2L_chromosome	7894308
2L_chromosome	7894349
2L_chromosome	7899260
2L_chromosome	7899927
2L_chromosome	7903137
2L_chromosome	7908904
2L_chromosome	7908919
2L_chromosome	7909299
2L_chromosome	7910268
2L_chromosome	7910272
2L_chromosome	7911976
2L_chromosome	7914665
2L_chromosome	7917247
2L_chromosome	7917568
2L_chromosome	7922562
2L_chromosome	7933194
2L_chromosome	7937391
2L_chromosome	7946254
2L_chromosome	7949234
2L_chromosome	7951177
2L_chromosome	7951614
2L_chromosome	7953836
2L_chromosome	7954146
2L_chromosome	7954334
2L_chromosome	7956251
2L_chromosome	7956411
2L_chromosome	7956775
2L_chromosome	7959229
2L_chromosome	7961417
2L_chromosome	7961769
2L_chromosome	7962512
2L_chromosome	7965150
2L_chromosome	7965193
2L_chromosome	7965211
2L_chromosome	7970075
2L_chromosome	7971625
2L_chromosome	7971947
2L_chromosome	7981317
2L_chromosome	7981371
2L_chromosome	7983055
2L_chromosome	7985199
2L_chromosome	7988949
2L_chromosome	7989147
2L_chromosome	7994497
2L_chromosome	7994742
2L_chromosome	7996306
2L_chromosome	7996420
2L_chromosome	7997969
2L_chromosome	8003148
2L_chromosome	8005807
2L_chromosome	8005846
2L_chromosome	8005984
2L_chromosome	8009030
2L_chromosome	8009165
2L_chromosome	8010546
2L_chromosome	8011803
2L_chromosome	8012824
2L_chromosome	8013064
2L_chromosome	8013309
2L_chromosome	8017506
2L_chromosome	8023180
2L_chromosome	8024564
2L_chromosome	8024651
2L_chromosome	8024780
2L_chromosome	8025301
2L_chromosome	8025326
2L_chromosome	8026094
2L_chromosome	8026123
2L_chromosome	8029747
2L_chromosome	8029759
2L_chromosome	8031504
2L_chromosome	8031652
2L_chromosome	8031668
2L_chromosome	8032649
2L_chromosome	8032662
2L_chromosome	8034182
2L_chromosome	8037333
2L_chromosome	8040767
2L_chromosome	8040792
2L_chromosome	8040873
2L_chromosome	8048924
2L_chromosome	8048970
2L_chromosome	8050176
2L_chromosome	8051076
2L_chromosome	8052276
2L_chromosome	8053288
2L_chromosome	8053666
2L_chromosome	8059541
2L_chromosome	8059560
2L_chromosome	8065219
2L_chromosome	8065231
2L_chromosome	8065506
2L_chromosome	8065523
2L_chromosome	8066403
2L_chromosome	8066917
2L_chromosome	8072635
2L_chromosome	8072876
2L_chromosome	8073003
2L_chromosome	8085074
2L_chromosome	8086034
2L_chromosome	8089166
2L_chromosome	8090115
2L_chromosome	8093449
2L_chromosome	8093806
2L_chromosome	8096550
2L_chromosome	8097164
2L_chromosome	8097444
2L_chromosome	8099463
2L_chromosome	8099615
2L_chromosome	8100764
2L_chromosome	8101295
2L_chromosome	8101326
2L_chromosome	8103781
2L_chromosome	8104029
2L_chromosome	8104933
2L_chromosome	8104941
2L_chromosome	8106423
2L_chromosome	8106863
2L_chromosome	8111885
2L_chromosome	8113695
2L_chromosome	8114232
2L_chromosome	8114266
2L_chromosome	8116283
2L_chromosome	8120969
2L_chromosome	8121265
2L_chromosome	8122453
2L_chromosome	8123333
2L_chromosome	8123336
2L_chromosome	8124156
2L_chromosome	8124352
2L_chromosome	8124837
2L_chromosome	8124900
2L_chromosome	8124913
2L_chromosome	8125004
2L_chromosome	8126085
2L_chromosome	8127088
2L_chromosome	8128854
2L_chromosome	8128943
2L_chromosome	8130137
2L_chromosome	8130720
2L_chromosome	8131707
2L_chromosome	8133146
2L_chromosome	8133210
2L_chromosome	8133771
2L_chromosome	8134305
2L_chromosome	8139325
2L_chromosome	8140470
2L_chromosome	8141431
2L_chromosome	8141624
2L_chromosome	8142952
2L_chromosome	8143117
2L_chromosome	8143255
2L_chromosome	8143541
2L_chromosome	8146924
2L_chromosome	8147334
2L_chromosome	8149010
2L_chromosome	8152412
